state,account_length,area_code,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,customer_service_calls,churn,international_plan_flag,voice_mail_plan_flag,total_traffic_minutes,total_calls,total_cost,avg_minutes_per_call,capacity_risk,incident_level,cost_per_minute,calls_per_minute
WA,166,408,Yes,Yes,35,128.2,138,21.79,274.5,113,23.33,298.9,130,13.45,8.8,7,2.38,2,False,1,1,710.3999999999999,388,60.949999999999996,1.830927835051546,Critical,Medium,0.08579673423423424,0.5461711711711713
FL,79,510,No,No,0,130.2,119,22.13,290.9,121,24.73,194.8,140,8.77,14.0,6,3.78,3,False,0,0,629.9,386,59.41,1.631865284974093,Warning,Medium,0.0943165581838387,0.6127956818542626
ME,105,408,No,Yes,33,209.6,68,35.63,146.9,140,12.49,121.0,131,5.44,10.6,3,2.86,2,False,0,1,488.1,342,56.42,1.4271929824561405,Normal,Medium,0.11559106740422044,0.7006760909649662
LA,172,415,No,No,0,215.7,140,36.67,146.3,84,12.44,264.6,83,11.91,7.1,1,1.92,3,False,0,0,633.7,308,62.94,2.0574675324675327,Warning,Medium,0.09932144547893323,0.4860344011361843
KS,121,408,No,No,0,150.7,105,25.62,197.3,133,16.77,169.0,116,7.61,9.2,15,2.48,1,False,0,0,526.2,369,52.48,1.4260162601626019,Normal,Low,0.09973394146712275,0.7012542759407069
ND,88,415,No,No,0,161.5,92,27.46,173.5,108,14.75,206.2,95,9.28,7.9,4,2.13,2,False,0,0,549.1,299,53.620000000000005,1.836454849498328,Normal,Medium,0.097650701147332,0.5445274084866144
WV,153,408,No,Yes,28,235.6,74,40.05,227.9,37,19.37,170.3,103,7.66,15.4,9,4.16,0,False,0,1,649.1999999999999,223,71.24,2.911210762331838,Warning,Low,0.10973505853357979,0.3434996919285275
AR,54,415,No,Yes,39,206.9,143,35.17,127.8,72,10.86,199.2,120,8.96,9.2,1,2.48,3,False,0,1,543.1,336,57.47,1.6163690476190478,Normal,Medium,0.1058184496409501,0.6186705947339348
CA,79,510,No,No,0,157.6,85,26.79,194.1,92,16.5,231.5,86,10.42,9.4,10,2.54,5,True,0,0,592.6,273,56.25,2.170695970695971,Warning,High,0.09492068849139386,0.4606817414782315
MN,55,415,No,No,0,175.6,147,29.85,161.8,118,13.75,289.5,55,13.03,9.3,4,2.51,0,False,0,0,636.1999999999999,324,59.14,1.9635802469135801,Warning,Low,0.09295818924866395,0.5092738132662685
MT,109,408,No,No,0,264.7,69,45.0,305.0,120,25.93,197.4,86,8.88,9.5,9,2.57,1,True,0,0,776.6,284,82.38,2.7345070422535214,Critical,Low,0.10607777491630183,0.3656966263198558
SD,65,408,No,Yes,31,282.3,70,47.99,152.0,89,12.92,225.5,93,10.15,12.0,4,3.24,1,False,0,1,671.8,256,74.3,2.62421875,Warning,Low,0.11059839237868413,0.3810657933908902
MT,27,510,No,No,0,193.8,102,32.95,118.9,104,10.11,135.9,124,6.12,9.2,3,2.48,0,False,0,0,457.8,333,51.66,1.3747747747747747,Normal,Low,0.1128440366972477,0.727391874180865
WV,32,408,No,Yes,26,266.7,109,45.34,232.3,107,19.75,212.8,98,9.58,16.3,4,4.4,1,False,0,1,728.0999999999999,318,79.07000000000001,2.2896226415094336,Critical,Low,0.10859772009339379,0.4367531932426865
CT,3,415,No,Yes,36,118.1,117,20.08,221.5,125,18.83,103.9,89,4.68,11.9,6,3.21,2,False,0,1,455.4,337,46.8,1.3513353115727003,Normal,Medium,0.10276679841897234,0.7400087834870444
DE,119,415,No,No,0,176.8,90,30.06,224.7,81,19.1,204.6,77,9.21,7.5,15,2.03,1,False,0,0,613.6,263,60.4,2.333079847908745,Warning,Low,0.0984354628422425,0.4286179921773142
LA,43,415,No,No,0,241.9,101,41.12,129.4,121,11.0,264.8,104,11.92,5.9,3,1.59,1,False,0,0,642.0,329,65.63,1.9513677811550152,Warning,Low,0.10222741433021806,0.5124610591900312
KS,116,510,No,No,0,189.5,90,32.22,189.8,118,16.13,205.8,83,9.26,13.1,2,3.54,1,False,0,0,598.2,293,61.14999999999999,2.041638225255973,Warning,Low,0.10222333667669674,0.4898027415580073
WV,107,415,No,No,0,123.1,100,20.93,158.4,82,13.46,256.1,82,11.52,9.3,5,2.51,0,False,0,0,546.9,269,48.419999999999995,2.033085501858736,Normal,Low,0.08853538123971474,0.49186322910952646
ND,123,408,No,No,0,159.1,94,27.05,241.6,119,20.54,202.4,120,9.11,6.5,1,1.76,1,False,0,0,609.6,334,58.46,1.8251497005988024,Warning,Low,0.09589895013123359,0.5479002624671916
AK,110,408,No,No,0,100.1,90,17.02,233.3,93,19.83,204.4,57,9.2,11.1,8,3.0,3,False,0,0,548.9,248,49.05,2.2133064516129033,Normal,Medium,0.08936053926033886,0.4518127163417745
ME,176,415,No,No,0,223.2,76,37.94,214.4,131,18.22,154.4,80,6.95,10.1,2,2.73,3,False,0,0,602.1,289,65.84,2.083391003460208,Warning,Medium,0.10935060621159276,0.4799867131705697
MN,13,510,No,Yes,21,315.6,105,53.65,208.9,71,17.76,260.1,123,11.7,12.1,3,3.27,3,False,0,1,796.7,302,86.38,2.638079470198676,Critical,Medium,0.10842224174720722,0.3790636375047069
KS,88,415,No,No,0,189.8,111,32.27,197.3,101,16.77,234.5,111,10.55,14.9,3,4.02,2,False,0,0,636.5,326,63.61,1.9524539877300613,Warning,Medium,0.09993715632364493,0.5121759622937941
NJ,92,510,No,Yes,29,155.4,110,26.42,188.5,104,16.02,254.9,118,11.47,8.0,4,2.16,3,False,0,1,606.8,336,56.06999999999999,1.8059523809523808,Warning,Medium,0.0924027686222808,0.5537244561634806
WI,165,510,No,No,0,154.2,91,26.21,268.6,108,22.83,188.8,99,8.5,10.9,4,2.94,6,False,0,0,622.5,302,60.48,2.0612582781456954,Warning,High,0.0971566265060241,0.485140562248996
AR,156,415,No,No,0,178.8,94,30.4,178.4,97,15.16,169.2,77,7.61,7.5,3,2.03,1,False,0,0,533.9000000000001,271,55.2,1.9701107011070114,Normal,Low,0.10339014796778422,0.507585690204158
WA,63,408,No,No,0,149.3,104,25.38,273.6,75,23.26,206.6,72,9.3,9.1,4,2.46,0,False,0,0,638.6,255,60.4,2.504313725490196,Warning,Low,0.09458189790165987,0.39931099279674287
ID,83,415,Yes,Yes,32,94.7,111,16.1,154.4,98,13.12,200.4,109,9.02,10.6,6,2.86,2,False,1,1,460.1,324,41.099999999999994,1.4200617283950618,Normal,Medium,0.08932840686807214,0.7041947402738534
VA,158,415,No,No,0,222.8,101,37.88,203.0,128,17.26,210.6,106,9.48,6.9,2,1.86,2,False,0,0,643.3,337,66.48,1.9089020771513352,Warning,Medium,0.10334214207990053,0.5238613399658014
WV,115,510,Yes,No,0,249.9,95,42.48,242.5,104,20.61,151.7,121,6.83,15.3,6,4.13,1,True,1,0,659.3999999999999,326,74.05,2.022699386503067,Warning,Low,0.11229905975128907,0.49438883833788305
UT,103,510,No,Yes,36,87.2,92,14.82,169.3,110,14.39,166.7,80,7.5,10.9,5,2.94,6,True,0,1,434.09999999999997,287,39.65,1.5125435540069685,Normal,High,0.09133840129002535,0.6611379866390233
NJ,64,415,No,No,0,224.8,111,38.22,190.0,101,16.15,221.4,110,9.96,9.2,2,2.48,1,False,0,0,645.4000000000001,324,66.81,1.9919753086419756,Warning,Low,0.10351719863650448,0.5020142547257515
MS,86,510,No,Yes,39,261.2,122,44.4,214.2,101,18.21,154.9,101,6.97,12.7,5,3.43,2,False,0,1,643.0,329,73.01,1.9544072948328268,Warning,Medium,0.11354587869362365,0.5116640746500778
ME,151,415,No,Yes,26,196.5,98,33.41,175.8,111,14.94,221.8,124,9.98,13.4,5,3.62,0,False,0,1,607.5,338,61.949999999999996,1.797337278106509,Warning,Low,0.1019753086419753,0.5563786008230452
NM,87,510,Yes,No,0,167.3,119,28.44,198.5,119,16.87,133.1,88,5.99,11.0,6,2.97,1,False,1,0,509.9,332,54.27,1.5358433734939758,Normal,Low,0.10643263384977447,0.6511080604040008
TX,90,415,No,No,0,109.6,88,18.63,137.6,108,11.7,159.7,121,7.19,11.0,5,2.97,2,False,0,0,417.9,322,40.489999999999995,1.2978260869565217,Normal,Medium,0.09688920794448432,0.7705192629815746
LA,108,510,No,Yes,30,276.6,99,47.02,220.1,113,18.71,177.9,95,8.01,9.8,6,2.65,2,False,0,1,684.4,313,76.39000000000001,2.186581469648562,Warning,Medium,0.11161601402688488,0.4573348918760959
TN,33,415,No,Yes,35,186.8,124,31.76,261.0,69,22.19,317.8,103,14.3,15.0,5,4.05,0,False,0,1,780.6,301,72.3,2.593355481727575,Critical,Low,0.09262106072252113,0.38560081988214195
WI,149,415,Yes,Yes,28,126.9,97,21.57,166.9,102,14.19,145.2,77,6.53,8.8,3,2.38,5,True,1,1,447.8,279,44.67,1.6050179211469535,Normal,High,0.09975435462259938,0.6230460026797677
MT,106,510,No,No,0,169.4,107,28.8,197.2,71,16.76,202.2,79,9.1,10.7,4,2.89,1,False,0,0,579.5,261,57.550000000000004,2.2203065134099615,Warning,Low,0.09930974978429681,0.45038826574633306
ND,167,408,Yes,No,0,219.1,100,37.25,242.9,90,20.65,168.9,101,7.6,10.1,4,2.73,2,False,1,0,641.0,295,68.23,2.1728813559322036,Warning,Medium,0.1064430577223089,0.46021840873634945
WI,35,510,No,Yes,27,241.7,87,41.09,142.0,101,12.07,288.9,68,13.0,9.4,4,2.54,1,False,0,1,681.9999999999999,260,68.7,2.6230769230769226,Warning,Low,0.10073313782991204,0.38123167155425225
MO,107,415,No,Yes,22,281.1,83,47.79,143.7,130,12.21,239.4,128,10.77,11.2,9,3.02,1,False,0,1,675.4000000000001,350,73.78999999999999,1.929714285714286,Warning,Low,0.10925377554042047,0.5182114302635474
AZ,92,415,Yes,Yes,45,281.1,88,47.79,198.0,103,16.83,94.3,76,4.24,7.5,3,2.03,0,False,1,1,580.9,270,70.89,2.1514814814814813,Warning,Low,0.12203477362713032,0.4647960061972801
VT,38,415,No,No,0,137.8,86,23.43,286.3,76,24.34,167.0,77,7.52,14.1,3,3.81,2,False,0,0,605.2,242,59.099999999999994,2.5008264462809917,Warning,Medium,0.09765366820885656,0.3998678122934567
VA,68,408,Yes,No,0,148.5,126,25.25,219.4,125,18.65,198.5,121,8.93,14.5,7,3.92,1,True,1,0,580.9,379,56.75,1.5327176781002638,Warning,Low,0.0976932346359098,0.6524358753658117
NE,123,510,No,No,0,194.0,118,32.98,242.0,114,20.57,146.3,108,6.58,12.1,4,3.27,1,False,0,0,594.4,344,63.4,1.727906976744186,Warning,Low,0.1066621803499327,0.5787348586810229
WA,75,510,No,Yes,41,130.9,115,22.25,203.4,110,17.29,171.7,68,7.73,12.4,4,3.35,1,False,0,1,518.4,297,50.62,1.7454545454545454,Normal,Low,0.09764660493827161,0.5729166666666667
NM,153,408,No,No,0,185.3,127,31.5,208.0,73,17.68,206.1,124,9.27,15.1,3,4.08,1,False,0,0,614.5,327,62.53,1.879204892966361,Warning,Low,0.10175752644426363,0.532139951179821
FL,143,415,No,No,0,119.1,117,20.25,287.7,136,24.45,223.0,100,10.04,12.2,4,3.29,0,False,0,0,642.0,357,58.03,1.7983193277310925,Warning,Low,0.09038940809968847,0.5560747663551402
SC,87,408,No,No,0,322.5,106,54.83,204.6,93,17.39,186.2,128,8.38,9.4,4,2.54,2,True,0,0,722.6999999999999,331,83.14,2.183383685800604,Critical,Medium,0.1150408191504082,0.4580047045800471
IN,100,510,No,No,0,216.2,107,36.75,215.6,84,18.33,138.4,127,6.23,10.2,3,2.75,0,False,0,0,580.4,321,64.06,1.80809968847352,Warning,Low,0.11037215713301173,0.553066850447967
FL,144,415,No,Yes,51,283.9,98,48.26,192.0,109,16.32,196.3,85,8.83,10.0,4,2.7,1,False,0,1,682.2,296,76.11,2.30472972972973,Warning,Low,0.1115655233069481,0.4338903547346819
ND,70,415,No,Yes,31,125.9,101,21.4,196.4,102,16.69,252.7,75,11.37,10.3,4,2.78,1,False,0,1,585.3,282,52.24,2.0755319148936167,Warning,Low,0.08925337433794636,0.4818042029728345
MA,136,408,Yes,No,0,199.6,89,33.93,211.4,96,17.97,72.4,84,3.26,11.0,4,2.97,3,True,1,0,494.4,273,58.129999999999995,1.810989010989011,Normal,Medium,0.11757686084142395,0.5521844660194175
MO,120,415,No,Yes,24,212.7,73,36.16,257.5,103,21.89,227.8,119,10.25,9.7,13,2.62,2,False,0,1,707.7,308,70.92,2.297727272727273,Critical,Medium,0.10021195421788893,0.43521266073194853
WY,104,408,No,No,0,183.6,133,31.21,120.7,98,10.26,215.1,112,9.68,12.7,2,3.43,1,False,0,0,532.1,345,54.58,1.5423188405797101,Normal,Low,0.10257470400300694,0.6483743657207292
CA,75,510,No,Yes,38,163.6,132,27.81,146.7,113,12.47,345.8,115,15.56,13.1,3,3.54,3,False,0,1,669.1999999999999,363,59.38,1.843526170798898,Warning,Medium,0.08873281530185297,0.5424387328153019
NE,127,510,Yes,No,0,180.9,114,30.75,209.5,118,17.81,249.9,105,11.25,7.4,4,2.0,2,False,1,0,647.6999999999999,341,61.81,1.8994134897360702,Warning,Medium,0.0954299830168288,0.5264783078585765
ID,122,510,No,Yes,33,270.8,96,46.04,220.4,110,18.73,169.9,104,7.65,11.8,8,3.19,4,False,0,1,672.9,318,75.61,2.1160377358490567,Warning,High,0.11236439292614059,0.4725813642443157
VT,124,415,No,No,0,178.4,72,30.33,233.6,134,19.86,179.4,91,8.07,12.0,2,3.24,0,False,0,0,603.4,299,61.5,2.0180602006688964,Warning,Low,0.10192243950944647,0.49552535631421946
MO,167,415,Yes,No,0,244.8,91,41.62,60.8,105,5.17,176.7,110,7.95,10.7,3,2.89,2,False,1,0,493.0,309,57.63,1.5954692556634305,Normal,Medium,0.11689655172413793,0.6267748478701826
VA,89,415,No,Yes,32,209.9,113,35.68,249.8,104,21.23,224.2,92,10.09,8.7,7,2.35,1,False,0,1,692.6000000000001,316,69.35,2.1917721518987348,Warning,Low,0.10012994513427662,0.45625180479353156
VT,73,408,No,No,0,213.0,95,36.21,188.8,104,16.05,136.2,89,6.13,13.5,3,3.65,0,False,0,0,551.5,291,62.040000000000006,1.895189003436426,Warning,Low,0.11249320036264733,0.527651858567543
MS,1,415,No,No,0,144.8,107,24.62,112.5,66,9.56,218.7,79,9.84,13.8,3,3.73,1,False,0,0,489.8,255,47.74999999999999,1.9207843137254903,Normal,Low,0.09748877092690893,0.5206206614944875
KY,60,408,No,No,0,135.4,134,23.02,205.9,85,17.5,204.0,103,9.18,7.9,4,2.13,1,False,0,0,553.1999999999999,326,51.83,1.696932515337423,Warning,Low,0.09369125090383226,0.589298626174982
WV,77,510,No,No,0,67.7,68,11.51,195.7,86,16.63,236.5,137,10.64,12.0,2,3.24,1,False,0,0,511.9,293,42.02,1.7470989761092148,Normal,Low,0.08208634498925572,0.5723774174643486
DC,76,415,No,No,0,224.4,121,38.15,147.9,97,12.57,183.8,74,8.27,6.7,2,1.81,2,False,0,0,562.8000000000001,294,60.8,1.9142857142857146,Warning,Medium,0.10803127221037667,0.5223880597014925
IA,63,510,No,No,0,153.5,81,26.1,287.3,115,24.42,230.2,85,10.36,6.5,5,1.76,2,False,0,0,677.5,286,62.64,2.3688811188811187,Warning,Medium,0.09245756457564576,0.422140221402214
MN,150,415,No,Yes,28,174.4,75,29.65,169.9,80,14.44,201.6,130,9.07,11.0,4,2.97,1,False,0,1,556.9,289,56.129999999999995,1.9269896193771625,Warning,Low,0.10079008798707129,0.5189441551445502
VT,101,415,No,No,0,153.8,89,26.15,234.0,89,19.89,196.3,77,8.83,11.6,2,3.13,4,False,0,0,595.7,257,58.0,2.317898832684825,Warning,High,0.09736444519053214,0.43142521403390965
AK,132,415,No,Yes,39,175.7,93,29.87,187.2,94,15.91,225.5,118,10.15,8.6,3,2.32,2,False,0,1,597.0,308,58.25,1.9383116883116882,Warning,Medium,0.09757118927973199,0.5159128978224455
CA,158,510,No,No,0,155.9,123,26.5,224.2,112,19.06,221.0,116,9.95,8.6,8,2.32,2,False,0,0,609.7,359,57.830000000000005,1.6983286908077995,Warning,Medium,0.09484992619320978,0.5888141709037231
MS,114,415,No,Yes,34,154.4,109,26.25,221.4,142,18.82,208.5,103,9.38,10.3,5,2.78,0,False,0,1,594.5999999999999,359,57.230000000000004,1.656267409470752,Warning,Low,0.09624957954927685,0.6037672384796503
AR,77,415,No,Yes,23,209.7,73,35.65,183.6,63,15.61,205.5,111,9.25,7.1,3,1.92,2,False,0,1,605.9,250,62.43,2.4236,Warning,Medium,0.10303680475325962,0.412609341475491
NJ,107,415,No,No,0,212.1,95,36.06,150.1,88,12.76,219.8,111,9.89,7.7,2,2.08,3,False,0,0,589.7,296,60.79,1.9922297297297298,Warning,Medium,0.10308631507546209,0.5019501441410886
NJ,48,510,No,Yes,22,152.0,63,25.84,258.8,131,22.0,263.2,109,11.84,15.7,5,4.24,2,True,0,1,689.7,308,63.92000000000001,2.2392857142857143,Warning,Medium,0.09267797593156446,0.44657097288676234
TN,59,415,No,No,0,160.9,95,27.35,251.2,65,21.35,273.4,97,12.3,5.0,5,1.35,3,False,0,0,690.5,262,62.35,2.635496183206107,Warning,Medium,0.09029688631426502,0.37943519188993485
DE,129,510,No,No,0,334.3,118,56.83,192.1,104,16.33,191.0,83,8.59,10.4,6,2.81,0,True,0,0,727.8,311,84.56,2.340192926045016,Critical,Low,0.11618576532014291,0.4273151964825502
TX,50,510,No,No,0,188.9,94,32.11,203.9,104,17.33,151.8,124,6.83,11.6,8,3.13,3,False,0,0,556.2,330,59.4,1.6854545454545455,Warning,Medium,0.10679611650485436,0.593311758360302
MI,50,415,No,Yes,35,192.6,97,32.74,135.2,101,11.49,216.2,101,9.73,7.9,2,2.13,2,False,0,1,551.9,301,56.09000000000001,1.8335548172757474,Warning,Medium,0.10163073020474726,0.5453886573654648
MS,116,415,No,No,0,217.3,91,36.94,216.1,95,18.37,148.1,76,6.66,11.3,3,3.05,2,False,0,0,592.8,265,65.02,2.2369811320754716,Warning,Medium,0.10968286099865047,0.4470310391363023
OK,52,510,No,Yes,38,169.3,88,28.78,225.9,97,19.2,172.0,86,7.74,8.2,3,2.21,0,False,0,1,575.4000000000001,274,57.93000000000001,2.1000000000000005,Warning,Low,0.10067778936392074,0.4761904761904761
ND,12,510,Yes,No,0,216.7,117,36.84,116.5,126,9.9,220.0,110,9.9,9.8,4,2.65,2,False,1,0,563.0,357,59.29,1.57703081232493,Warning,Medium,0.10531083481349911,0.6341030195381883
ND,105,510,No,No,0,246.4,83,41.89,256.2,101,21.78,169.0,151,7.61,3.8,4,1.03,0,False,0,0,675.4,339,72.31,1.992330383480826,Warning,Low,0.10706248149244893,0.5019247853124075
NY,104,415,No,No,0,156.2,93,26.55,193.0,54,16.41,222.7,94,10.02,13.1,5,3.54,1,False,0,0,585.0,246,56.52,2.3780487804878048,Warning,Low,0.09661538461538462,0.4205128205128205
WV,13,415,No,No,0,146.4,74,24.89,148.5,92,12.62,216.7,96,9.75,11.3,3,3.05,1,False,0,0,522.9,265,50.309999999999995,1.9732075471698112,Normal,Low,0.09621342512908777,0.5067890610059285
WV,67,408,No,No,0,167.8,91,28.53,167.7,69,14.25,110.3,71,4.96,8.4,12,2.27,1,False,0,0,454.2,243,50.010000000000005,1.8691358024691358,Normal,Low,0.11010568031704096,0.5350066050198151
DC,148,415,No,Yes,11,252.9,129,42.99,284.3,88,24.17,262.8,99,11.83,12.3,1,3.32,1,False,0,1,812.3,317,82.30999999999999,2.5624605678233436,Critical,Low,0.10132955804505724,0.39024990766958023
MN,116,510,No,No,0,201.8,82,34.31,231.5,95,19.68,226.1,130,10.17,16.5,5,4.46,0,False,0,0,675.9,312,68.61999999999999,2.166346153846154,Warning,Low,0.10152389406716969,0.46160674656014206
DE,131,408,No,No,0,94.4,80,16.05,215.1,101,18.28,179.7,108,8.09,13.1,9,3.54,2,False,0,0,502.3,298,45.96,1.6855704697986578,Normal,Medium,0.0914991041210432,0.5932709536133784
VT,119,510,No,No,0,190.4,74,32.37,215.6,113,18.33,161.2,111,7.25,10.0,1,2.7,2,False,0,0,577.2,299,60.65,1.9304347826086958,Warning,Medium,0.10507623007623007,0.518018018018018
NY,94,510,Yes,No,0,243.2,109,41.34,147.0,88,12.5,94.9,99,4.27,7.2,4,1.94,4,False,1,0,492.3,300,60.05,1.641,Normal,High,0.12197846841356895,0.6093845216331505
TX,217,408,No,No,0,176.4,115,29.99,158.8,128,13.5,306.6,107,13.8,9.3,3,2.51,4,False,0,0,651.1,353,59.79999999999999,1.8444759206798869,Warning,High,0.09184457072646289,0.5421594225157426
OR,161,415,No,No,0,178.1,109,30.28,146.5,86,12.45,137.6,78,6.19,8.5,2,2.3,1,False,0,0,470.70000000000005,275,51.22,1.7116363636363638,Normal,Low,0.1088166560441895,0.5842362438920756
KS,67,408,No,No,0,201.4,101,34.24,97.6,122,8.3,202.5,119,9.11,7.0,3,1.89,0,False,0,0,508.5,345,53.540000000000006,1.4739130434782608,Normal,Low,0.10529006882989185,0.6784660766961652
ND,132,415,No,Yes,31,174.5,101,29.67,245.6,105,20.88,172.8,76,7.78,10.3,9,2.78,1,False,0,1,603.2,291,61.11,2.072852233676976,Warning,Low,0.10130968169761273,0.4824270557029177
PA,134,408,No,No,0,205.3,122,34.9,240.5,155,20.44,179.1,107,8.06,5.0,9,1.35,1,False,0,0,629.9,393,64.75,1.602798982188295,Warning,Low,0.10279409430068265,0.6239085569137959
NY,44,510,No,No,0,143.2,77,24.34,169.8,114,14.43,215.8,77,9.71,7.6,4,2.05,1,False,0,0,536.4,272,50.529999999999994,1.9720588235294116,Normal,Low,0.09420208799403429,0.5070842654735273
WY,53,415,No,Yes,27,25.9,119,4.4,206.5,96,17.55,228.1,64,10.26,6.5,7,1.76,1,False,0,1,467.0,286,33.97,1.632867132867133,Normal,Low,0.07274089935760171,0.6124197002141327
NY,108,415,No,No,0,154.2,123,26.21,112.3,86,9.55,246.4,75,11.09,15.4,4,4.16,4,True,0,0,528.3,288,51.010000000000005,1.8343749999999999,Normal,High,0.09655498769638465,0.5451448040885861
ME,80,408,No,No,0,322.3,113,54.79,222.0,95,18.87,162.8,123,7.33,6.7,8,1.81,0,True,0,0,713.8,339,82.8,2.1056047197640115,Critical,Low,0.11599887923788177,0.474922947604371
SD,88,415,No,No,0,215.6,115,36.65,216.2,85,18.38,171.3,65,7.71,11.8,1,3.19,3,False,0,0,614.8999999999999,266,65.93,2.3116541353383453,Warning,Medium,0.10722068629045377,0.4325906651488048
UT,82,510,Yes,No,0,208.8,101,35.5,213.7,87,18.16,175.1,86,7.88,12.4,6,3.35,3,False,1,0,610.0,280,64.89,2.1785714285714284,Warning,Medium,0.10637704918032787,0.45901639344262296
AK,115,415,No,No,0,245.2,105,41.68,159.0,109,13.52,229.9,74,10.35,7.2,8,1.94,0,False,0,0,641.3000000000001,296,67.49,2.166554054054054,Warning,Low,0.10523935755496645,0.46156245127085604
RI,93,415,No,No,0,98.4,78,16.73,249.6,129,21.22,248.2,114,11.17,14.2,4,3.83,1,False,0,0,610.4000000000001,325,52.95,1.8781538461538465,Warning,Low,0.08674639580602883,0.532437745740498
AL,72,415,No,No,0,217.8,93,37.03,189.7,113,16.12,182.6,91,8.22,10.4,5,2.81,4,False,0,0,600.5,302,64.18,1.9884105960264902,Warning,High,0.10687760199833474,0.5029142381348876
DE,98,415,No,Yes,29,179.9,97,30.58,189.2,89,16.08,164.3,76,7.39,12.8,7,3.46,3,False,0,1,546.2,269,57.51,2.030483271375465,Normal,Medium,0.1052911021603808,0.4924935920908092
ID,118,415,No,No,0,140.4,112,23.87,187.1,60,15.9,207.9,155,9.36,7.9,1,2.13,0,False,0,0,543.3,328,51.260000000000005,1.65640243902439,Normal,Low,0.09434934658568012,0.6037180195103995
MO,55,510,No,No,0,189.0,100,32.13,118.5,99,10.07,248.1,87,11.16,17.1,6,4.62,0,False,0,0,572.7,292,57.98,1.961301369863014,Warning,Low,0.10123974157499561,0.5098655491531342
IL,130,415,No,No,0,155.9,95,26.5,256.1,97,21.77,262.9,103,11.83,11.7,3,3.16,3,False,0,0,686.6,298,63.25999999999999,2.304026845637584,Warning,Medium,0.092135158753277,0.43402272065249053
FL,136,408,Yes,No,0,199.2,122,33.86,214.7,114,18.25,150.9,105,6.79,11.8,7,3.19,1,False,1,0,576.5999999999999,348,62.089999999999996,1.6568965517241376,Warning,Low,0.10768296912937914,0.603537981269511
KY,107,415,No,No,0,157.1,79,26.71,162.6,124,13.82,150.0,138,6.75,12.1,6,3.27,1,False,0,0,481.8,347,50.550000000000004,1.388472622478386,Normal,Low,0.10491905354919054,0.7202158572021585
MI,91,415,No,No,0,154.4,165,26.25,168.3,121,14.31,239.9,81,10.8,11.7,4,3.16,5,True,0,0,574.3000000000001,371,54.519999999999996,1.547978436657682,Warning,High,0.09493296186662022,0.6460038307504787
NY,167,415,No,No,0,166.4,85,28.29,243.2,135,20.67,229.2,95,10.31,9.9,5,2.67,1,False,0,0,648.6999999999999,320,61.940000000000005,2.0271874999999997,Warning,Low,0.09548327424078928,0.4932942808694312
KS,159,415,No,Yes,19,184.1,78,31.3,194.5,71,16.53,225.6,101,10.15,16.9,3,4.56,0,False,0,1,621.1,253,62.54,2.454940711462451,Warning,Low,0.10069232007728224,0.40734181291257443
PA,122,415,No,No,0,35.1,62,5.97,180.8,89,15.37,251.6,58,11.32,12.7,2,3.43,1,False,0,0,480.2,211,36.089999999999996,2.275829383886256,Normal,Low,0.07515618492294876,0.4394002498958767
MI,105,415,No,Yes,29,179.4,113,30.5,275.4,100,23.41,246.1,105,11.07,10.0,5,2.7,0,False,0,1,710.9,323,67.67999999999999,2.2009287925696595,Critical,Low,0.09520326346884231,0.45435363623575753
NH,155,408,No,No,0,216.7,30,36.84,144.3,125,12.27,135.3,106,6.09,10.8,1,2.92,2,False,0,0,507.1,262,58.120000000000005,1.935496183206107,Normal,Medium,0.11461250246499705,0.516663380003944
WA,161,415,No,No,0,151.6,117,25.77,219.4,87,18.65,224.7,68,10.11,4.0,5,1.08,1,False,0,0,599.7,277,55.61,2.164981949458484,Warning,Low,0.09272969818242453,0.46189761547440383
NY,122,415,No,No,0,173.6,110,29.51,91.7,84,7.79,211.7,103,9.53,9.7,7,2.62,3,False,0,0,486.7,304,49.45,1.600986842105263,Normal,Medium,0.10160262995685228,0.6246147524142183
MD,37,415,Yes,No,0,106.6,76,18.12,147.4,89,12.53,235.8,113,10.61,9.6,8,2.59,2,False,1,0,499.40000000000003,286,43.849999999999994,1.7461538461538462,Normal,Medium,0.08780536643972765,0.5726872246696035
KS,128,415,No,No,0,103.3,122,17.56,245.9,123,20.9,161.1,95,7.25,6.4,7,1.73,0,False,0,0,516.6999999999999,347,47.43999999999999,1.4890489913544667,Normal,Low,0.09181343139152312,0.6715695761563771
DE,89,510,Yes,No,0,125.6,108,21.35,213.0,90,18.11,181.7,108,8.18,5.4,5,1.46,1,False,1,0,525.6999999999999,311,49.1,1.690353697749196,Normal,Low,0.09339927715427052,0.5915921628305117
IN,108,415,No,No,0,199.3,104,33.88,224.2,92,19.06,140.1,57,6.3,15.2,2,4.1,0,False,0,0,578.8000000000001,255,63.339999999999996,2.2698039215686276,Warning,Low,0.10943331029716653,0.4405666897028334
VT,109,408,No,No,0,222.2,113,37.77,218.5,122,18.57,266.0,88,11.97,10.9,5,2.94,1,False,0,0,717.6,328,71.25,2.1878048780487807,Critical,Low,0.09928929765886288,0.45707915273132665
